,city_development_index,training_hours,eduLevel,exp,lastNewJob,fromSTEM,enrollType,relExp,gender_Female,gender_Male,gender_Other,city_labels
113,0.624,0.29850746268656714,0.5,0.08,0.3333333333333333,1,2,1,0,1,0,64
114,0.926,0.13432835820895522,0.75,0.24,0.16666666666666666,1,0,1,0,1,0,13
115,0.925,0.05373134328358209,0.5,1.0,1.0,1,0,1,0,1,0,120
116,0.624,0.07462686567164178,0.5,0.12,0.3333333333333333,1,0,1,0,1,0,64
117,0.698,0.2656716417910448,0.5,0.28,0.16666666666666666,1,2,1,0,1,0,116
118,0.8959999999999999,0.17313432835820897,0.5,0.36,0.6666666666666666,1,0,1,0,1,0,85
119,0.92,0.7731343283582089,0.5,0.4,0.16666666666666666,0,1,1,0,1,0,49
120,0.624,0.21791044776119403,0.5,0.44,1.0,1,0,1,1,0,0,64
121,0.91,0.056716417910447764,1.0,1.0,0.3333333333333333,1,0,1,0,1,0,48
122,0.878,0.020895522388059702,0.5,0.48,0.3333333333333333,1,0,1,0,1,0,55
123,0.92,0.3880597014925373,0.5,0.24,0.16666666666666666,1,0,1,0,1,0,5
124,0.836,0.13134328358208955,0.75,0.28,0.16666666666666666,1,2,1,0,1,0,31
125,0.693,0.32238805970149254,0.5,0.44,0.3333333333333333,1,2,1,0,1,0,111
126,0.855,0.20597014925373133,0.5,0.12,0.16666666666666666,0,0,1,0,1,0,95
127,0.92,0.04776119402985075,0.5,1.0,1.0,1,0,1,1,0,0,5
128,0.92,0.14925373134328357,0.75,0.6,0.16666666666666666,1,0,0,1,0,0,5
129,0.92,0.1761194029850746,0.5,0.24,0.5,1,0,1,1,0,0,5
130,0.893,0.008955223880597015,1.0,1.0,1.0,1,0,0,0,1,0,74
131,0.926,0.01791044776119403,0.5,0.48,1.0,1,0,0,0,1,0,13
132,0.804,0.48656716417910445,0.75,1.0,0.5,1,0,1,0,1,0,4
133,0.6659999999999999,0.8626865671641791,0.5,0.8,0.6666666666666666,1,0,1,0,1,0,93
134,0.804,0.4298507462686567,0.25,0.08,0.0,1,0,0,0,1,0,4
135,0.92,0.20597014925373133,1.0,1.0,0.16666666666666666,1,0,0,0,1,0,5
136,0.624,0.06865671641791045,0.5,0.12,0.16666666666666666,1,0,0,0,1,0,64
137,0.92,0.3940298507462687,0.75,0.12,0.16666666666666666,0,0,0,0,1,0,5
138,0.55,0.056716417910447764,0.5,0.08,0.16666666666666666,1,2,0,0,1,0,11
139,0.92,0.22388059701492538,0.5,0.4,0.16666666666666666,1,0,1,0,1,0,5
140,0.698,0.05970149253731343,0.75,0.2,0.6666666666666666,1,2,0,1,0,0,116
141,0.624,0.09850746268656717,0.5,0.32,0.3333333333333333,0,0,1,1,0,0,64
142,0.92,0.041791044776119404,0.5,0.36,0.3333333333333333,1,0,0,0,1,0,49
143,0.866,0.4626865671641791,0.5,1.0,1.0,1,0,0,0,1,0,89
144,0.92,0.041791044776119404,0.5,1.0,1.0,1,0,1,0,1,0,5
145,0.926,0.35522388059701493,0.75,1.0,0.0,1,0,1,0,1,0,13
146,0.769,0.1373134328358209,0.5,0.56,1.0,0,0,1,0,1,0,45
147,0.754,0.2955223880597015,0.5,0.48,0.3333333333333333,1,0,1,0,1,0,101
148,0.855,0.30149253731343284,0.5,0.24,0.0,1,1,1,0,1,0,95
149,0.92,0.15223880597014924,0.25,0.16,0.0,1,0,0,0,1,0,5
150,0.926,0.11343283582089553,0.25,0.36,0.6666666666666666,1,0,1,0,1,0,13
151,0.92,0.33134328358208953,0.25,0.16,0.16666666666666666,1,2,1,0,1,0,5
152,0.92,0.03880597014925373,1.0,1.0,1.0,1,0,0,0,1,0,5
153,0.91,0.008955223880597015,0.5,0.44,0.16666666666666666,1,0,1,0,1,0,48
154,0.91,0.16119402985074627,0.75,1.0,1.0,0,0,1,0,1,0,48
155,0.624,0.14328358208955225,0.5,0.24,0.6666666666666666,1,0,1,0,1,0,64
156,0.91,0.21194029850746268,0.5,0.6,1.0,1,0,1,0,1,0,48
157,0.925,0.417910447761194,0.5,0.56,0.5,1,2,1,0,1,0,114
158,0.926,0.08059701492537313,0.25,0.24,0.0,1,0,0,0,1,0,13
159,0.92,0.014925373134328358,0.5,0.52,0.16666666666666666,1,0,1,0,1,0,5
160,0.92,0.3701492537313433,0.5,0.68,0.16666666666666666,0,0,1,0,1,0,5
161,0.939,0.9701492537313433,0.5,1.0,0.0,1,0,1,0,1,0,103
162,0.92,0.0955223880597015,0.5,1.0,0.3333333333333333,0,0,1,0,1,0,5
163,0.804,0.11641791044776119,0.75,0.24,1.0,1,0,0,0,1,0,4
164,0.92,0.5880597014925373,0.5,0.72,0.16666666666666666,1,0,1,0,1,0,49
165,0.92,0.16119402985074627,0.75,0.6,1.0,1,0,1,1,0,0,5
166,0.698,0.09253731343283582,0.5,1.0,1.0,1,0,0,0,1,0,42
167,0.92,0.029850746268656716,0.5,1.0,1.0,0,0,1,0,1,0,5
168,0.754,0.11940298507462686,0.5,1.0,0.16666666666666666,1,0,1,0,1,0,101
169,0.92,0.25671641791044775,0.75,1.0,1.0,1,0,1,0,1,0,5
170,0.855,0.3373134328358209,0.75,0.4,0.6666666666666666,1,0,1,0,1,0,95
171,0.698,0.0955223880597015,0.5,1.0,1.0,1,0,1,0,1,0,98
172,0.698,0.041791044776119404,0.75,0.2,0.16666666666666666,1,1,1,0,1,0,116
173,0.91,0.020895522388059702,0.25,0.12,0.16666666666666666,1,2,0,0,1,0,48
174,0.878,0.0626865671641791,0.25,0.08,0.16666666666666666,1,1,1,1,0,0,55
175,0.92,0.03582089552238806,0.75,1.0,0.6666666666666666,1,0,1,0,1,0,5
176,0.949,0.7313432835820896,0.5,1.0,0.16666666666666666,1,0,1,0,1,0,121
177,0.92,0.0626865671641791,0.75,0.36,0.16666666666666666,1,0,1,0,1,0,5
178,0.92,0.23880597014925373,0.75,1.0,0.16666666666666666,1,0,1,0,1,0,5
179,0.7759999999999999,0.029850746268656716,0.5,0.16,0.16666666666666666,1,2,1,0,1,0,56
180,0.698,0.06865671641791045,0.5,0.2,0.16666666666666666,1,2,0,0,1,0,119
181,0.92,0.14626865671641792,0.5,1.0,0.16666666666666666,1,0,1,0,1,0,5
182,0.924,0.041791044776119404,0.25,0.24,0.0,1,2,0,0,1,0,6
183,0.939,0.08955223880597014,0.75,1.0,1.0,1,0,1,0,1,0,70
184,0.926,0.24776119402985075,0.75,1.0,0.0,1,0,1,0,1,0,13
185,0.897,0.12238805970149254,0.5,0.16,0.16666666666666666,1,1,1,0,1,0,30
186,0.624,0.31044776119402984,0.5,0.4,1.0,1,0,1,0,1,0,64
187,0.92,0.21194029850746268,0.5,1.0,1.0,1,0,1,1,0,0,5
188,0.789,0.12238805970149254,0.5,0.56,1.0,1,0,1,0,1,0,14
189,0.698,0.4507462686567164,0.5,0.6,0.16666666666666666,1,0,1,0,1,0,119
190,0.92,0.1761194029850746,0.5,0.48,0.16666666666666666,1,0,1,0,1,0,5
191,0.624,0.020895522388059702,0.75,0.08,0.0,1,2,0,0,1,0,64
192,0.91,0.04776119402985075,0.75,0.52,0.5,1,2,0,0,1,0,48
193,0.923,0.0955223880597015,0.25,0.04,0.16666666666666666,1,0,0,0,1,0,112
194,0.91,0.11044776119402985,0.75,0.16,0.0,1,0,1,0,1,0,48
195,0.92,0.5283582089552239,0.5,0.56,0.3333333333333333,0,0,1,0,1,0,5
196,0.92,0.029850746268656716,0.5,0.6,0.16666666666666666,1,0,1,0,1,0,49
197,0.893,0.25671641791044775,0.25,1.0,0.0,1,0,1,0,1,0,74
198,0.802,0.24776119402985075,0.5,0.52,0.0,1,0,1,0,1,0,94
199,0.884,0.09253731343283582,0.5,1.0,0.3333333333333333,1,0,1,0,1,0,99
200,0.887,0.08955223880597014,0.75,0.36,0.16666666666666666,1,0,1,0,1,0,2
201,0.624,0.11343283582089553,0.5,0.08,0.16666666666666666,1,0,0,0,1,0,64
202,0.775,0.03283582089552239,0.5,0.28,0.16666666666666666,1,0,1,0,1,0,90
203,0.624,0.14626865671641792,0.5,0.2,0.16666666666666666,1,2,1,0,1,0,64
204,0.903,0.16119402985074627,0.5,0.12,0.16666666666666666,1,0,1,0,1,0,51
205,0.55,0.01791044776119403,0.5,0.2,0.16666666666666666,1,0,1,0,1,0,11
206,0.92,0.3074626865671642,0.75,0.08,0.16666666666666666,0,0,1,0,1,0,5
207,0.92,0.2656716417910448,0.5,1.0,1.0,0,2,1,0,1,0,49
208,0.92,0.020895522388059702,0.75,1.0,1.0,0,0,1,0,1,0,5
209,0.624,0.30149253731343284,0.5,0.08,0.0,1,2,0,0,1,0,64
210,0.624,0.6,0.75,0.0,0.16666666666666666,1,0,1,0,1,0,64
211,0.555,0.0626865671641791,0.5,0.16,0.16666666666666666,1,0,1,0,1,0,39
212,0.624,0.12238805970149254,0.5,0.12,0.0,1,2,0,0,1,0,64
213,0.92,0.14626865671641792,0.0,0.16,0.0,1,0,0,0,1,0,49
214,0.624,0.25970149253731345,0.75,0.12,0.16666666666666666,1,0,1,0,1,0,64
215,0.754,0.23880597014925373,0.5,0.2,0.6666666666666666,1,0,1,0,1,0,101
216,0.92,0.01791044776119403,0.75,1.0,0.16666666666666666,1,0,1,0,1,0,5
217,0.624,0.6477611940298508,0.5,0.12,0.0,1,0,0,0,1,0,64
218,0.91,0.18208955223880596,0.5,1.0,1.0,1,0,1,0,1,0,48
219,0.92,0.24477611940298508,0.5,0.24,0.16666666666666666,1,0,1,0,1,0,5
220,0.939,0.029850746268656716,0.5,0.36,1.0,1,0,1,0,1,0,70
221,0.926,0.026865671641791045,1.0,1.0,1.0,1,1,0,0,1,0,13
222,0.939,0.3373134328358209,0.75,0.4,0.16666666666666666,1,0,1,0,1,0,70
223,0.624,0.1044776119402985,0.75,0.12,0.16666666666666666,1,0,1,0,1,0,64
224,0.804,0.04776119402985075,0.75,0.24,0.16666666666666666,1,0,0,0,1,0,4
225,0.91,0.23582089552238805,0.5,0.08,0.0,1,2,0,0,1,0,48
226,0.92,0.3194029850746269,0.5,1.0,1.0,1,1,1,0,1,0,49
227,0.92,0.13134328358208955,0.5,0.08,0.3333333333333333,1,0,1,0,1,0,5
228,0.92,0.22686567164179106,0.5,0.2,0.0,1,2,0,0,1,0,5
229,0.926,0.020895522388059702,0.75,0.6,0.3333333333333333,1,0,1,0,1,0,13
230,0.878,0.08059701492537313,0.5,0.2,0.16666666666666666,1,0,0,0,1,0,55
231,0.727,0.10746268656716418,0.5,0.36,1.0,1,0,1,1,0,0,36
232,0.91,0.3194029850746269,0.5,0.08,0.3333333333333333,1,2,0,0,1,0,48
233,0.92,0.48059701492537316,0.5,0.52,0.3333333333333333,1,0,1,0,1,0,5
234,0.754,0.11940298507462686,0.25,0.36,1.0,1,2,1,0,1,0,101
235,0.903,0.008955223880597015,0.75,0.76,0.6666666666666666,1,0,1,0,1,0,51
236,0.884,0.11940298507462686,1.0,0.12,0.16666666666666666,1,0,0,1,0,0,99
237,0.903,0.03283582089552239,0.5,0.68,0.3333333333333333,1,0,1,0,1,0,51
238,0.92,0.564179104477612,0.5,1.0,0.16666666666666666,1,0,1,0,1,0,5
239,0.624,0.08358208955223881,0.5,0.28,1.0,1,0,1,0,1,0,64
240,0.92,0.029850746268656716,0.5,0.24,0.16666666666666666,1,0,1,0,1,0,5
241,0.92,0.08656716417910448,0.25,0.12,0.16666666666666666,1,2,0,0,1,0,5
242,0.92,0.11343283582089553,0.75,0.52,1.0,1,0,1,0,1,0,5
243,0.804,0.04477611940298507,0.25,0.36,0.16666666666666666,1,2,1,0,1,0,4
244,0.926,0.011940298507462687,0.5,1.0,1.0,1,0,0,0,1,0,13
245,0.698,0.11343283582089553,0.25,0.32,0.0,1,2,0,0,1,0,68
246,0.926,0.08358208955223881,0.75,0.4,1.0,1,0,1,0,1,0,13
247,0.624,0.6238805970149254,0.75,0.16,0.3333333333333333,1,2,1,0,1,0,64
248,0.92,0.1582089552238806,0.25,0.24,0.16666666666666666,1,1,0,0,0,1,5
249,0.92,0.12835820895522387,0.5,0.36,0.5,1,0,1,0,1,0,49
250,0.91,0.1373134328358209,0.5,0.6,1.0,1,0,1,0,1,0,48
251,0.92,0.21791044776119403,0.5,1.0,1.0,1,0,1,0,1,0,5
252,0.624,0.020895522388059702,0.75,0.24,0.16666666666666666,1,0,1,0,1,0,64
253,0.624,0.056716417910447764,0.5,0.28,0.0,1,2,0,0,1,0,64
254,0.92,0.48059701492537316,0.5,0.12,0.16666666666666666,1,0,1,0,1,0,5
255,0.893,0.3253731343283582,0.5,0.08,0.16666666666666666,0,0,0,0,1,0,74
256,0.762,0.7791044776119403,0.25,0.12,0.16666666666666666,1,1,1,0,0,1,83
257,0.836,0.014925373134328358,0.75,0.56,0.16666666666666666,1,0,1,0,1,0,31
258,0.6659999999999999,0.05373134328358209,0.5,0.36,0.16666666666666666,1,1,1,0,1,0,93
259,0.6659999999999999,0.06567164179104477,0.5,1.0,1.0,1,0,0,0,0,1,93
260,0.624,0.3164179104477612,0.5,0.0,0.16666666666666666,1,0,0,0,1,0,64
261,0.897,0.3970149253731343,0.75,0.6,1.0,1,0,1,0,1,0,30
262,0.926,0.11641791044776119,0.75,0.44,0.16666666666666666,1,0,1,0,1,0,13
263,0.884,0.029850746268656716,0.5,0.48,0.16666666666666666,1,0,1,0,1,0,99
264,0.92,0.30149253731343284,0.5,0.44,0.5,1,0,1,0,1,0,49
265,0.624,0.2955223880597015,0.5,0.08,0.0,1,2,0,0,1,0,64
266,0.923,0.08656716417910448,0.75,0.12,0.0,1,0,0,0,1,0,112
267,0.92,0.056716417910447764,0.25,0.2,0.16666666666666666,1,0,0,0,1,0,5
268,0.92,0.008955223880597015,0.5,0.56,0.5,1,0,1,0,1,0,5
269,0.91,0.041791044776119404,0.0,0.2,0.0,1,0,0,0,1,0,48
270,0.624,0.03880597014925373,0.5,0.0,0.16666666666666666,1,0,0,0,1,0,64
271,0.923,0.3044776119402985,0.0,0.04,0.0,1,0,0,0,1,0,112
272,0.92,0.11641791044776119,0.5,0.2,0.3333333333333333,1,1,1,0,1,0,49
273,0.91,0.07761194029850746,1.0,1.0,0.3333333333333333,1,0,1,0,1,0,48
274,0.926,0.13432835820895522,0.25,0.4,1.0,1,0,0,0,1,0,13
275,0.926,0.3253731343283582,0.25,0.28,1.0,1,0,1,0,1,0,13
276,0.92,0.2835820895522388,0.5,0.52,0.16666666666666666,1,0,1,0,1,0,5
277,0.92,0.16716417910447762,0.5,0.2,0.3333333333333333,1,0,1,0,1,0,5
278,0.92,0.7134328358208956,0.5,0.24,0.16666666666666666,1,2,1,0,1,0,49
279,0.949,0.12238805970149254,0.5,0.16,0.6666666666666666,1,0,1,0,1,0,121
280,0.939,0.04477611940298507,0.75,0.28,0.16666666666666666,1,0,1,0,1,0,103
281,0.64,0.11641791044776119,0.5,1.0,0.0,1,0,1,0,1,0,18
282,0.92,0.27761194029850744,0.5,0.2,0.3333333333333333,1,0,1,0,1,0,5
283,0.794,0.4746268656716418,0.5,0.36,0.16666666666666666,1,0,0,0,1,0,75
284,0.878,0.07164179104477612,0.5,0.4,0.16666666666666666,1,1,0,0,1,0,55
285,0.516,0.029850746268656716,0.5,0.36,0.16666666666666666,1,0,1,0,1,0,80
286,0.878,0.08358208955223881,0.25,0.0,0.16666666666666666,1,0,1,0,1,0,55
287,0.698,0.06567164179104477,0.5,0.32,0.16666666666666666,1,0,1,0,1,0,116
288,0.727,0.33432835820895523,0.5,0.4,0.3333333333333333,1,0,1,0,1,0,36
289,0.754,0.16417910447761194,0.5,0.6,0.3333333333333333,1,0,1,0,1,0,101
290,0.924,0.11343283582089553,0.5,0.08,0.16666666666666666,1,2,0,0,1,0,6
291,0.92,0.056716417910447764,0.5,0.08,0.16666666666666666,1,0,0,0,1,0,5
292,0.92,0.11641791044776119,0.5,1.0,0.16666666666666666,1,2,1,0,1,0,49
293,0.92,0.16417910447761194,0.75,1.0,1.0,1,0,1,0,1,0,5
294,0.555,0.31343283582089554,0.5,0.16,0.16666666666666666,1,2,0,0,1,0,39
295,0.926,0.1880597014925373,0.5,0.76,0.3333333333333333,1,1,1,0,1,0,13
296,0.754,0.14925373134328357,0.5,0.2,0.16666666666666666,1,0,1,0,1,0,101
297,0.855,0.11940298507462686,0.5,0.24,0.3333333333333333,1,2,1,1,0,0,95
298,0.92,0.44477611940298506,0.5,0.8,1.0,1,0,1,0,1,0,5
299,0.579,0.9522388059701492,0.5,0.16,0.16666666666666666,1,0,1,0,1,0,102
300,0.897,0.056716417910447764,0.75,0.28,0.0,1,0,1,0,1,0,30
301,0.624,0.023880597014925373,0.5,0.16,0.16666666666666666,1,2,0,0,1,0,64
302,0.804,0.21791044776119403,0.5,0.36,0.16666666666666666,1,2,1,0,1,0,4
303,0.624,0.382089552238806,0.75,0.12,0.16666666666666666,1,0,1,0,1,0,64
304,0.855,0.12238805970149254,0.75,0.4,0.16666666666666666,1,0,1,1,0,0,95
305,0.913,0.1701492537313433,0.25,0.08,0.0,1,0,0,0,1,0,91
306,0.92,0.373134328358209,0.25,0.12,0.16666666666666666,1,2,0,0,1,0,5
307,0.92,0.13134328358208955,0.25,0.16,0.16666666666666666,1,0,0,0,1,0,5
308,0.923,0.4925373134328358,0.5,1.0,1.0,1,0,1,0,1,0,112
309,0.913,0.3253731343283582,0.5,0.08,0.16666666666666666,1,0,1,0,1,0,91
310,0.92,0.10746268656716418,0.5,1.0,0.16666666666666666,1,2,1,0,1,0,5
311,0.804,0.28059701492537314,0.5,0.08,0.16666666666666666,1,1,1,1,0,0,4
